Titulo,Autor,Calificacion,Categoria,Portada,Ancho,Alto
How We Got to Now,Steven Johnson,4.0,Technology-Engineering,./imagenes/01351.jpg,143,220
Electric Motors,Jim Cox,3.5,Technology-Engineering,./imagenes/01352.jpg,157,220
Making Simple Model Steam Engines,Stan Bray,4.0,Technology-Engineering,./imagenes/01353.jpg,163,205
The Fruit Tree Handbook,Ben Pike,4.5,Technology-Engineering,./imagenes/01354.jpg,158,220
The Watch Book Rolex,Gisbert Brunner,4.0,Technology-Engineering,./imagenes/01355.jpg,180,218
Thermodynamics (in SI Units),Yunus A. Cengel,0.0,Technology-Engineering,./imagenes/01356.jpg,173,220
Gangsta Granny,David Walliams,4.5,Teen-Young-Adult,./imagenes/01357.jpg,145,220
The Giver,Lois Lowry,4.0,Teen-Young-Adult,./imagenes/01358.jpg,139,220
Allegiant,Veronica Roth,3.5,Teen-Young-Adult,./imagenes/01359.jpg,146,220
White Teeth,Zadie Smith,4.0,Teen-Young-Adult,./imagenes/01360.jpg,133,205
Once,Morris Gleitzman,4.0,Teen-Young-Adult,./imagenes/01361.jpg,144,220
Treasure Island,Robert Louis Stevenson,4.0,Teen-Young-Adult,./imagenes/01362.jpg,161,220
Between Shades Of Gray,Ruta Sepetys,4.5,Teen-Young-Adult,./imagenes/01363.jpg,144,220
Prodigy,Marie Lu,4.5,Teen-Young-Adult,./imagenes/01364.jpg,143,220
Crossed,Ally Condie,3.5,Teen-Young-Adult,./imagenes/01365.jpg,144,208
The Twits,Roald Dahl,4.0,Teen-Young-Adult,./imagenes/01366.jpg,143,220
Charlie and the Chocolate Factory,Roald Dahl,4.0,Teen-Young-Adult,./imagenes/01366.jpg,143,220
Where She Went,Gayle Forman,4.0,Teen-Young-Adult,./imagenes/01367.jpg,147,220
Little Women,Louisa May Alcott,4.0,Teen-Young-Adult,./imagenes/01368.jpg,157,220
Oxford Phonics Spelling Dictionary,Roderick Hunt,4.0,Teen-Young-Adult,./imagenes/01369.jpg,169,215
Zac Power #3: Mind Games,H I Larry,4.0,Teen-Young-Adult,./imagenes/01370.jpg,143,220
How to Train Your Dragon: How to Break a Dragon's Heart,Cressida Cowell,4.5,Teen-Young-Adult,./imagenes/01371.jpg,140,215
Henderson's Boys: One Shot Kill,Robert Muchamore,4.5,Teen-Young-Adult,./imagenes/01372.jpg,144,220
The City of Ember,Jeanne DuPrau,4.0,Teen-Young-Adult,./imagenes/01373.jpg,150,220
When You Reach Me,Rebecca Stead,4.0,Teen-Young-Adult,./imagenes/01374.jpg,148,220
Coraline,Neil Gaiman,4.0,Teen-Young-Adult,./imagenes/01375.jpg,149,220
Catching Fire,Suzanne Collins,4.5,Teen-Young-Adult,./imagenes/01375.jpg,138,205
Erak's Ransom (Ranger's Apprentice Book 7),John Flanagan,4.5,Teen-Young-Adult,./imagenes/01376.jpg,143,220
"The Raven Cycle #3: Blue Lily- Lily Blue",Maggie Stiefvater,4.5,Teen-Young-Adult,./imagenes/01377.jpg,146,220
A Long Walk to Water,Linda Sue Park,4.5,Teen-Young-Adult,./imagenes/01378.jpg,147,220
Sadako and the Thousand Paper Cranes,Eleanor Coerr,4.0,Teen-Young-Adult,./imagenes/01379.jpg,144,220
The Ugly Truth,Jeff Kinney,4.0,Teen-Young-Adult,./imagenes/01380.jpg,149,220
Incredible You!,Dr. Wayne W. Dyer,4.5,Teen-Young-Adult,./imagenes/01381.jpg,177,155
Horrid Henry,Francesca Simon,4.0,Teen-Young-Adult,./imagenes/01382.jpg,146,220
Plague,Michael Grant,4.0,Teen-Young-Adult,./imagenes/01383.jpg,143,220
The Strange and Beautiful Sorrows of Ava Lavender,Leslye Walton,4.0,Teen-Young-Adult,./imagenes/01384.jpg,143,220
A Monster Calls,Patrick Ness,4.5,Teen-Young-Adult,./imagenes/01385.jpg,141,220
Everything's Amazing (sort of),Liz Pichon,4.5,Teen-Young-Adult,./imagenes/01386.jpg,172,215
Captain Underpants and the Sensational Saga of Sir Stinks-A-Lot,Dav Pilkey,4.5,Teen-Young-Adult,./imagenes/01387.jpg,144,215
Here Come the Avengers,Dbg,4.0,Teen-Young-Adult,./imagenes/01388.jpg,147,220
Lady Midnight,Cassandra Clare,4.5,Teen-Young-Adult,./imagenes/01389.jpg,146,220
Henderson's Boys: Scorched Earth,Robert Muchamore,4.5,Teen-Young-Adult,./imagenes/01390.jpg,144,220
The Naughtiest Girl Collection 1,Enid Blyton,4.5,Teen-Young-Adult,./imagenes/01391.jpg,142,220
Amy & Roger's Epic Detour,Morgan Matson,4.0,Teen-Young-Adult,./imagenes/01392.jpg,145,220
"The Infernal Devices- the Complete Collection",Cassandra Clare,4.5,Teen-Young-Adult,./imagenes/01393.jpg,153,177
Cool Down and Work Through Anger,Cheri J. Meiners,4.0,Teen-Young-Adult,./imagenes/01394.jpg,180,180
The Other Wind,Ursula K. Le Guin,4.0,Teen-Young-Adult,./imagenes/01395.jpg,144,220
Maps,Aleksandra Mizielinski,4.5,Teen-Young-Adult,./imagenes/01396.jpg,162,220
The Kids' Guide to Staying Awesome and In Control,Lauren Brukner,4.5,Teen-Young-Adult,./imagenes/01397.jpg,155,220
The Way I Feel,Janan Cain,4.5,Teen-Young-Adult,./imagenes/01398.jpg,201,220
The Story of the World: History for the Classical Child,Susan Wise Bauer,4.5,Teen-Young-Adult,./imagenes/01399.jpg,141,220
The Story of the World: History for the Classical Child,Susan Wise Bauer,4.5,Teen-Young-Adult,./imagenes/01399.jpg,141,220
Kizumonogatari,Nisioisin,4.5,Teen-Young-Adult,./imagenes/01399.jpg,163,220
The Grand Tour A-Z of the Car,,4.5,Transport,./imagenes/01400.jpg,171,220
Understanding Boat Design,Ted Brewer,4.0,Transport,./imagenes/01401.jpg,177,220
Building Strip-Planked Boats,Nick Schade,4.0,Transport,./imagenes/01402.jpg,177,220
Castles Of Steel,Robert K. Massie,4.5,Transport,./imagenes/01403.jpg,144,220
Italian Ways,Tim Parks,3.5,Transport,./imagenes/01404.jpg,130,206
The Classic Car Book,DK,3.5,Transport,./imagenes/01405.jpg,180,214
Maritime Economics 3e,Martin Stopford,4.5,Transport,./imagenes/01406.jpg,145,205
The Young Sea Officer's Sheet Anchor,Darcy Lever,4.0,Transport,./imagenes/01407.jpg,161,215
Empire of the Clouds,James Hamilton-Paterson,4.0,Transport,./imagenes/01408.jpg,131,205
Man in Seat 61,Mark Smith,4.0,Transport,./imagenes/01408.jpg,144,220
The People's Car,Bernhard Rieger,4.0,Transport,./imagenes/01409.jpg,146,220
AA the Highway Code,AA Publishing,4.0,Transport,./imagenes/01410.jpg,152,220
We Need to Weaken the Mixture,Guy Martin,4.0,Transport,./imagenes/01411.jpg,140,220
Car,DK,4.0,Transport,./imagenes/01412.jpg,184,220
SR-71 Blackbird,Rich Graham,4.0,Transport,./imagenes/01413.jpg,146,220
Race Tech's Motorcycle Suspension Bible,Paul Thede,4.5,Transport,./imagenes/01414.jpg,171,220
Mcqueen'S Machines,Matt Stone,4.0,Transport,./imagenes/01415.jpg,171,220
Automotive Wiring,Dennis W. Parks,5.0,Transport,./imagenes/01416.jpg,168,220
The Complete Book of Classic Dodge and Plymouth Muscle,Mike Mueller,4.5,Transport,./imagenes/01417.jpg,194,220
Harley-Davidson,Darwin Holmstrom,3.5,Transport,./imagenes/01418.jpg,179,220
The Lean Machine,Dantar P. Oosterwal,3.5,Transport,./imagenes/01419.jpg,146,220
Land Rover Defender Modifying Manual,Lindsay Porter,4.5,Transport,./imagenes/01420.jpg,163,205
London Underground Manual,Paul Moss,4.0,Transport,./imagenes/01421.jpg,152,194
Chickens,Suzie Baldwin,4.5,Transport,./imagenes/01422.jpg,180,206
Pilot's Notes for Tiger Moth Aircraft,Royal Australian Air Force,0.0,Transport,./imagenes/01423.jpg,145,205
Ford SRS 5000 5600 5610 6600+,Haynes,5.0,Transport,./imagenes/01424.jpg,161,220
"Speed-Style and Beauty",Beverly Rae Kimes,4.0,Transport,./imagenes/01425.jpg,174,220
How to Build a Wooden Boat,David C McIntosh,4.0,Transport,./imagenes/01426.jpg,166,220
Distant Suns,Sam Manicom,4.5,Transport,./imagenes/01427.jpg,139,205
Ultimate Sheet Metal Fabrication,Timothy Remus,3.0,Transport,./imagenes/01428.jpg,170,220
Caravan & Motorhome Electrics: The Complete Guide,Collyn Rivers,0.0,Transport,./imagenes/01429.jpg,155,220
Ninety Percent of Everything,Rose George,3.5,Transport,./imagenes/01430.jpg,147,220
As I Was Saying . . .,Jeremy Clarkson,4.0,Transport,./imagenes/01431.jpg,134,215
That Near Death Thing,Rick Broadbent,4.5,Transport,./imagenes/01432.jpg,143,220
Cessna 172,Ron Smith,4.5,Transport,./imagenes/01433.jpg,180,130
"How To Drive: The Ultimate Guide- from the Man Who Was the Stig",Ben Collins,4.0,Transport,./imagenes/01434.jpg,161,220
Messerschmitt Me 264 Amerika Bomber,Robert Forsyth,3.5,Transport,./imagenes/01435.jpg,163,220
Spitfire,John Dibbs,4.5,Transport,./imagenes/01436.jpg,180,214
The Rocket Man,David Darling,3.5,Transport,./imagenes/01437.jpg,143,220
Blackburn Buccaneer Manual,Keith Wilson,4.0,Transport,./imagenes/01438.jpg,173,220
Nuclear Weapons Operations Manual,David Baker,3.5,Transport,./imagenes/01439.jpg,173,220
Our Great Canal Journeys: A Lifetime of Memories on Britain's Most Beautiful Waterways,Timothy West,4.5,Transport,./imagenes/01440.jpg,172,220
Breverton's Nautical Curiosities,Terry Breverton,4.0,Transport,./imagenes/01441.jpg,150,220
"Model Railway Layout- Construction and Design Techniques",Nigel Burkin,4.0,Transport,./imagenes/01442.jpg,157,205
Modelling Railway Scenery Volume 2,Anthony A Reeves,0.0,Transport,./imagenes/01443.jpg,168,203
British Battleships 1889-1904,R. A. Burt,5.0,Transport,./imagenes/01444.jpg,187,220
Johnny Red - Red Devil Rising (Vol. 2),Tom Tully,4.5,Transport,./imagenes/01445.jpg,161,205
A Short Ride in the Jungle,Antonia Bolingbroke-Kent,4.0,Transport,./imagenes/01446.jpg,144,220
Marine Chronometer: Its History and Developments,Rupert T. Gould,4.5,Transport,./imagenes/01447.jpg,171,220
Japan by Rail,Ramsey Zarifeh,3.5,Transport,./imagenes/01448.jpg,147,220
Overlanders' Handbook,Chris Scott,4.5,Transport,./imagenes/01449.jpg,142,215
High Times,Golden Cosmos,4.0,Transport,./imagenes/01450.jpg,129,220
Composite Materials Fabrication Handbook #1,John Wanberg,4.0,Transport,./imagenes/01451.jpg,163,220
The High Cost of Free Parking,Donald Shoup,4.0,Transport,./imagenes/01452.jpg,146,220
Beast: The Top Secret Illmor-Penske Race Car That Shocked the World at the 1994 Indy 500,Jade Gurss,4.5,Transport,./imagenes/01453.jpg,147,220
AMG 45: The Story -The Cars,Clauspeter Becker,5.0,Transport,./imagenes/01454.jpg,198,220
From the Holy Mountain,William Dalrymple,4.5,Travel-Holiday-Guides,./imagenes/01455.jpg,145,220
Collins World Atlas: Paperback Edition,Collins Maps,4.0,Travel-Holiday-Guides,./imagenes/01456.jpg,160,220
One Man and His Bike,Mike Carter,4.5,Travel-Holiday-Guides,./imagenes/01457.jpg,139,220
Raw Spirit,Iain Banks,3.5,Travel-Holiday-Guides,./imagenes/01458.jpg,143,220
Arctic Dreams,Barry Lopez,4.0,Travel-Holiday-Guides,./imagenes/01459.jpg,144,220
The Conquest of New Spain,Bernal Diaz del Castillo,4.0,Travel-Holiday-Guides,./imagenes/01459.jpg,143,220
Down and Out in Paris and London,George Orwell,4.0,Travel-Holiday-Guides,./imagenes/01460.jpg,135,220
The Songlines,Bruce Chatwin,4.0,Travel-Holiday-Guides,./imagenes/01461.jpg,144,220
Spice Trip,Emma Grazette,4.0,Travel-Holiday-Guides,./imagenes/01462.jpg,161,205
Whizzy Wheels: My First London Taxi,Marion Billet,4.5,Travel-Holiday-Guides,./imagenes/01463.jpg,180,141
The Travels,Marco Polo,3.5,Travel-Holiday-Guides,./imagenes/01464.jpg,144,220
DK Eyewitness Top 10 Lisbon,DK,4.0,Travel-Holiday-Guides,./imagenes/01465.jpg,118,220
Wild,Cheryl Strayed,4.0,Travel-Holiday-Guides,./imagenes/01466.jpg,118,210
Mukiwa,Peter Godwin,4.5,Travel-Holiday-Guides,./imagenes/01467.jpg,145,220
Into the Wild,Jon Krakauer,4.0,Travel-Holiday-Guides,./imagenes/01468.jpg,131,204
Walking Home,Simon Armitage,3.5,Travel-Holiday-Guides,./imagenes/01469.jpg,141,220
The Story of San Michele,Axel Munthe,4.0,Travel-Holiday-Guides,./imagenes/01470.jpg,142,220
The Colossus of Maroussi,Henry Miller,4.0,Travel-Holiday-Guides,./imagenes/01471.jpg,158,220
Humans of New York,Brandon Stanton,4.5,Travel-Holiday-Guides,./imagenes/01472.jpg,173,214
The Road Less Travelled,DK Publishing,4.0,Travel-Holiday-Guides,./imagenes/01473.jpg,181,220
French Milk,Lucy Knisley,3.5,Travel-Holiday-Guides,./imagenes/01474.jpg,136,205
Simple Thai Food,Leela Punyaratabandhu,4.0,Travel-Holiday-Guides,./imagenes/01475.jpg,182,220
The Lost Art of Reading Nature's Signs,Tristan Gooley,3.5,Travel-Holiday-Guides,./imagenes/01476.jpg,143,212
Venezia,Tessa Kiros,4.0,Travel-Holiday-Guides,./imagenes/01477.jpg,171,205
My Heart Wanders,Pia Jane Bijkerk,4.0,Travel-Holiday-Guides,./imagenes/01478.jpg,171,205
Lonely Planet Sinhala (Sri Lanka) Phrasebook & Dictionary,Lonely Planet,4.0,Travel-Holiday-Guides,./imagenes/01479.jpg,147,220
Lonely Planet's Beautiful World,Lonely Planet,4.5,Travel-Holiday-Guides,./imagenes/01480.jpg,161,220
Travel with Children,Lonely Planet,3.0,Travel-Holiday-Guides,./imagenes/01481.jpg,173,220
Atlas of Improbable Places,Travis Elborough,3.5,Travel-Holiday-Guides,./imagenes/01482.jpg,158,220
A Philosophy of Walking,Frederic Gros,3.5,Travel-Holiday-Guides,./imagenes/01483.jpg,153,220
Lonely Planet Argentina,Lonely Planet,4.0,Travel-Holiday-Guides,./imagenes/01484.jpg,164,220
Lonely Planet Prague & the Czech Republic,Lonely Planet,4.0,Travel-Holiday-Guides,./imagenes/01485.jpg,143,220
Lonely Planet Tasmania,Lonely Planet,4.0,Travel-Holiday-Guides,./imagenes/01486.jpg,150,215
Lonely Planet South Pacific,Lonely Planet,4.0,Travel-Holiday-Guides,./imagenes/01487.jpg,143,220
Lonely Planet Pocket Venice,Lonely Planet,4.0,Travel-Holiday-Guides,./imagenes/01488.jpg,149,215
Lonely Planet Pocket Edinburgh,Lonely Planet,4.0,Travel-Holiday-Guides,./imagenes/01489.jpg,152,220
Lonely Planet France,Lonely Planet,4.0,Travel-Holiday-Guides,./imagenes/01490.jpg,143,220
Lonely Planet New Zealand Planning Map,Lonely Planet,4.5,Travel-Holiday-Guides,./imagenes/01491.jpg,106,220
Lonely Planet Australia Planning Map,Lonely Planet,4.0,Travel-Holiday-Guides,./imagenes/01492.jpg,106,220
The Tour According to G,Geraint Thomas,4.5,Travel-Holiday-Guides,./imagenes/01493.jpg,144,220
The Atlas of Beauty,Mihaela Noroc,4.5,Travel-Holiday-Guides,./imagenes/01494.jpg,171,220
Indonesia Etc.,Elizabeth Pisani,4.0,Travel-Holiday-Guides,./imagenes/01495.jpg,144,220
The Lost City of Z,David Grann,4.0,Travel-Holiday-Guides,./imagenes/01496.jpg,136,205
City Atlas,Martin Haake,4.0,Travel-Holiday-Guides,./imagenes/01497.jpg,181,220
Erebus: The Story of a Ship,Michael Palin,4.5,Travel-Holiday-Guides,./imagenes/01498.jpg,143,220
Overview,Benjamin Grant,4.5,Travel-Holiday-Guides,./imagenes/01499.jpg,180,191
The Camino Portugues,Kat Davis,4.5,Travel-Holiday-Guides,./imagenes/01499.jpg,149,220
The Handy London Map & Guide,Bensons MapGuides,5.0,Travel-Holiday-Guides,./imagenes/01500.jpg,131,220
The North Coast 500 Guide Book,,4.5,Travel-Holiday-Guides,./imagenes/01501.jpg,143,220
A Pilgrim's Guide to the Camino PortugueS,John Brierley,0.0,Travel-Holiday-Guides,./imagenes/01502.jpg,133,220
Singapore,Monocle,4.0,Travel-Holiday-Guides,./imagenes/01503.jpg,155,220
Wanderlust,Gestalten,4.5,Travel-Holiday-Guides,./imagenes/01504.jpg,176,220
